2024-06-07 11:05:06,914 INFO    StreamThr :957702 [internal.py:wandb_internal():86] W&B internal server running at pid: 957702, started at: 2024-06-07 11:05:06.914409
2024-06-07 11:05:06,916 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: status
2024-06-07 11:05:06,917 INFO    WriterThread:957702 [datastore.py:open_for_write():85] open: /home/agoyal19/My_Work/Healing_Model/Rockfish_Scripts/wandb/run-20240607_110506-edet0c6k/run-edet0c6k.wandb
2024-06-07 11:05:06,920 DEBUG   SenderThread:957702 [sender.py:send():380] send: header
2024-06-07 11:05:06,932 DEBUG   SenderThread:957702 [sender.py:send():380] send: run
2024-06-07 11:05:07,187 INFO    SenderThread:957702 [dir_watcher.py:__init__():211] watching files in: /home/agoyal19/My_Work/Healing_Model/Rockfish_Scripts/wandb/run-20240607_110506-edet0c6k/files
2024-06-07 11:05:07,187 INFO    SenderThread:957702 [sender.py:_start_run_threads():1122] run started: edet0c6k with start time 1717772706.91523
2024-06-07 11:05:07,191 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: check_version
2024-06-07 11:05:07,191 DEBUG   SenderThread:957702 [sender.py:send_request():407] send_request: check_version
2024-06-07 11:05:07,269 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: run_start
2024-06-07 11:05:07,274 DEBUG   HandlerThread:957702 [system_info.py:__init__():32] System info init
2024-06-07 11:05:07,274 DEBUG   HandlerThread:957702 [system_info.py:__init__():47] System info init done
2024-06-07 11:05:07,274 INFO    HandlerThread:957702 [system_monitor.py:start():194] Starting system monitor
2024-06-07 11:05:07,274 INFO    SystemMonitor:957702 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-07 11:05:07,275 INFO    HandlerThread:957702 [system_monitor.py:probe():214] Collecting system info
2024-06-07 11:05:07,275 INFO    SystemMonitor:957702 [interfaces.py:start():190] Started cpu monitoring
2024-06-07 11:05:07,275 INFO    SystemMonitor:957702 [interfaces.py:start():190] Started disk monitoring
2024-06-07 11:05:07,276 INFO    SystemMonitor:957702 [interfaces.py:start():190] Started gpu monitoring
2024-06-07 11:05:07,276 INFO    SystemMonitor:957702 [interfaces.py:start():190] Started memory monitoring
2024-06-07 11:05:07,276 INFO    SystemMonitor:957702 [interfaces.py:start():190] Started network monitoring
2024-06-07 11:05:07,301 DEBUG   HandlerThread:957702 [system_info.py:probe():196] Probing system
2024-06-07 11:05:07,306 DEBUG   HandlerThread:957702 [system_info.py:_probe_git():181] Probing git
2024-06-07 11:05:07,326 DEBUG   HandlerThread:957702 [system_info.py:_probe_git():189] Probing git done
2024-06-07 11:05:07,326 DEBUG   HandlerThread:957702 [system_info.py:probe():244] Probing system done
2024-06-07 11:05:07,326 DEBUG   HandlerThread:957702 [system_monitor.py:probe():223] {'os': 'Linux-4.18.0-477.21.1.el8_8.x86_64-x86_64-with-glibc2.17', 'python': '3.8.18', 'heartbeatAt': '2024-06-07T15:05:07.301217', 'startedAt': '2024-06-07T15:05:06.910031', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/agoyal19/My_Work/Healing_Model/Reconstruction_Comparison.py', 'codePathLocal': None, 'codePath': 'Healing_Model/Reconstruction_Comparison.py', 'git': {'remote': 'https://github.com/AnshGoyal1123/Lesion_Healing_Model.git', 'commit': '1eb6a39f214a2fd998e361d1a043128d9a06de87'}, 'email': '@agoyal2311@gmail.com', 'root': '/home/agoyal19/My_Work', 'host': 'gpu17', 'username': 'agoyal19', 'executable': '/home/agoyal19/anaconda3/envs/seg/bin/python', 'cpu_count': 48, 'cpu_count_logical': 48, 'cpu_freq': {'current': 3012.5004375000003, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3600.021, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}, {'current': 3000.0, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 19.990234375, 'used': 8.929790496826172}}, 'gpu': 'NVIDIA A100-PCIE-40GB', 'gpu_count': 4, 'gpu_devices': [{'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}, {'name': 'NVIDIA A100-PCIE-40GB', 'memory_total': 42949672960}], 'memory': {'total': 188.57080841064453}}
2024-06-07 11:05:07,326 INFO    HandlerThread:957702 [system_monitor.py:probe():224] Finished collecting system info
2024-06-07 11:05:07,326 INFO    HandlerThread:957702 [system_monitor.py:probe():227] Publishing system info
2024-06-07 11:05:07,326 DEBUG   HandlerThread:957702 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-06-07 11:05:07,327 DEBUG   HandlerThread:957702 [system_info.py:_save_pip():68] Saving pip packages done
2024-06-07 11:05:07,327 DEBUG   HandlerThread:957702 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-06-07 11:05:08,189 INFO    Thread-12 :957702 [dir_watcher.py:_on_file_created():271] file/dir created: /home/agoyal19/My_Work/Healing_Model/Rockfish_Scripts/wandb/run-20240607_110506-edet0c6k/files/conda-environment.yaml
2024-06-07 11:05:08,189 INFO    Thread-12 :957702 [dir_watcher.py:_on_file_created():271] file/dir created: /home/agoyal19/My_Work/Healing_Model/Rockfish_Scripts/wandb/run-20240607_110506-edet0c6k/files/requirements.txt
2024-06-07 11:05:15,189 INFO    Thread-12 :957702 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/agoyal19/My_Work/Healing_Model/Rockfish_Scripts/wandb/run-20240607_110506-edet0c6k/files/conda-environment.yaml
2024-06-07 11:05:15,222 DEBUG   HandlerThread:957702 [system_info.py:_save_conda():87] Saving conda packages done
2024-06-07 11:05:15,223 INFO    HandlerThread:957702 [system_monitor.py:probe():229] Finished publishing system info
2024-06-07 11:05:15,309 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: status_report
2024-06-07 11:05:15,309 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: keepalive
2024-06-07 11:05:15,310 DEBUG   SenderThread:957702 [sender.py:send():380] send: files
2024-06-07 11:05:15,310 INFO    SenderThread:957702 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-06-07 11:05:15,314 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: stop_status
2024-06-07 11:05:15,314 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: internal_messages
2024-06-07 11:05:15,314 DEBUG   SenderThread:957702 [sender.py:send_request():407] send_request: stop_status
2024-06-07 11:05:15,530 DEBUG   SenderThread:957702 [sender.py:send():380] send: telemetry
2024-06-07 11:05:15,852 INFO    wandb-upload_0:957702 [upload_job.py:push():131] Uploaded file /tmp/tmpyep6pi3pwandb/pcgzi4d3-wandb-metadata.json
2024-06-07 11:05:15,932 DEBUG   SenderThread:957702 [sender.py:send():380] send: exit
2024-06-07 11:05:15,932 INFO    SenderThread:957702 [sender.py:send_exit():585] handling exit code: 1
2024-06-07 11:05:15,932 INFO    SenderThread:957702 [sender.py:send_exit():587] handling runtime: 8
2024-06-07 11:05:15,934 INFO    SenderThread:957702 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-06-07 11:05:15,934 INFO    SenderThread:957702 [sender.py:send_exit():593] send defer
2024-06-07 11:05:15,934 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: defer
2024-06-07 11:05:15,934 INFO    HandlerThread:957702 [handler.py:handle_request_defer():172] handle defer: 0
2024-06-07 11:05:15,934 DEBUG   SenderThread:957702 [sender.py:send_request():407] send_request: defer
2024-06-07 11:05:15,934 INFO    SenderThread:957702 [sender.py:send_request_defer():609] handle sender defer: 0
2024-06-07 11:05:15,934 INFO    SenderThread:957702 [sender.py:transition_state():613] send defer: 1
2024-06-07 11:05:15,934 DEBUG   HandlerThread:957702 [handler.py:handle_request():146] handle_request: defer
